,light_12,start_steps,avg_car_steps,finished_car_wait
0,0,252000,448.2863518036445,39.470806991446636
1,10,252000,497.22833458929915,39.94122079879427
2,20,252000,481.0681560015146,40.740249905338885
3,0,468000,905.4264599855804,37.26784426820476
4,10,468000,728.1660163178432,37.48031216743526
5,20,468000,499.6083127861923,36.4459316660796
6,0,576000,1453.5634621963736,38.651727677044136
7,10,576000,1582.0568331143234,37.38994743758213
8,20,576000,880.6168162180127,37.98238617480891
