lat,lon,time
51.68499838290559,5.293007808452573,2021-01-08T11:54:43Z
51.68492382210002,5.292983487027765,2021-01-08T11:54:44Z
51.68486235512097,5.292963758516846,2021-01-08T11:54:45Z
51.68476840556476,5.2929341021488,2021-01-08T11:54:46Z
51.68468900971305,5.292908954052905,2021-01-08T11:54:47Z
51.684640060269075,5.292893554664979,2021-01-08T11:54:48Z
51.68460251275096,5.29288104488296,2021-01-08T11:54:49Z
51.68457694774468,5.292872776555261,2021-01-08T11:54:50Z
51.68456976123424,5.292870587219632,2021-01-08T11:54:51Z
51.6845625747238,5.2928683978840025,2021-01-08T11:54:52Z
51.68454820170292,5.292864019212745,2021-01-08T11:54:53Z
51.68454621170612,5.29286455747641,2021-01-08T11:54:54Z
51.684544221709324,5.2928650957400745,2021-01-08T11:54:55Z
51.68454223171253,5.292865634003739,2021-01-08T11:54:56Z
51.68454024171573,5.292866172267404,2021-01-08T11:54:57Z
51.684538251718934,5.292866710531069,2021-01-08T11:54:58Z
51.68453626172214,5.2928672487947335,2021-01-08T11:54:59Z
51.68453427172534,5.292867787058398,2021-01-08T11:55:00Z
51.68453228172854,5.292868325322063,2021-01-08T11:55:01Z
51.68453029173175,5.292868863585728,2021-01-08T11:55:02Z
51.68452830173495,5.2928694018493925,2021-01-08T11:55:03Z
51.68452631173815,5.292869940113057,2021-01-08T11:55:04Z
51.68452233174458,5.292871016640388,2021-01-08T11:55:05Z
51.684500561449426,5.292871569678238,2021-01-08T11:55:06Z
51.68444234305869,5.292873048605345,2021-01-08T11:55:07Z
51.68437229837036,5.292918684486483,2021-01-08T11:55:08Z
51.684319144987974,5.292880182948024,2021-01-08T11:55:09Z
51.68429743004732,5.292865728633847,2021-01-08T11:55:10Z
51.68428886268556,5.292836295518101,2021-01-08T11:55:11Z
51.6841782006641,5.292872527178042,2021-01-08T11:55:12Z
51.684138912287814,5.293344598411442,2021-01-08T11:55:13Z
51.68404865472409,5.293539161129576,2021-01-08T11:55:14Z
51.6839715012258,5.293711968266417,2021-01-08T11:55:15Z
51.683868781024515,5.293810728574718,2021-01-08T11:55:16Z
51.68378358702879,5.293840282644914,2021-01-08T11:55:17Z
51.683712894078994,5.2938832785560255,2021-01-08T11:55:18Z
51.683596117745346,5.2938015524656965,2021-01-08T11:55:19Z
51.68348461791501,5.293756736087737,2021-01-08T11:55:20Z
51.68337817637688,5.293738564792565,2021-01-08T11:55:21Z
51.68328018555668,5.293729955824847,2021-01-08T11:55:22Z
51.68317383464185,5.293755025939594,2021-01-08T11:55:23Z
51.68307878931059,5.293804260278582,2021-01-08T11:55:24Z
51.68297192071138,5.29385161198797,2021-01-08T11:55:25Z
51.68287833102835,5.2939608366131266,2021-01-08T11:55:26Z
51.68278641450582,5.294040521397246,2021-01-08T11:55:27Z
51.68269384067176,5.294152798113334,2021-01-08T11:55:28Z
51.68260180592691,5.294201326617736,2021-01-08T11:55:29Z
51.68249680768292,5.29419110745499,2021-01-08T11:55:30Z
51.68238258424669,5.29417901446193,2021-01-08T11:55:31Z
51.68226170266574,5.294123885314967,2021-01-08T11:55:32Z
51.68213823582439,5.29406724006206,2021-01-08T11:55:33Z
51.68202242360592,5.294027271298173,2021-01-08T11:55:34Z
51.6818636699709,5.294023586870038,2021-01-08T11:55:35Z
51.68174502493983,5.293978933828227,2021-01-08T11:55:36Z
51.681634057211774,5.29395388085898,2021-01-08T11:55:37Z
51.681517033743084,5.293928168024667,2021-01-08T11:55:38Z
