lat,lon,time
51.68331649688434,5.295060277437323,2021-01-08T11:05:31Z
51.68329182957876,5.294984427276192,2021-01-08T11:05:32Z
51.68326800748144,5.294912510790554,2021-01-08T11:05:33Z
51.683248994605464,5.294837974726115,2021-01-08T11:05:34Z
51.68322818701218,5.294772658211722,2021-01-08T11:05:35Z
51.683205749892664,5.294702686707917,2021-01-08T11:05:36Z
51.683180541831696,5.294624412531351,2021-01-08T11:05:37Z
51.68315479429565,5.294549820080923,2021-01-08T11:05:38Z
51.68313551419765,5.2944895853266685,2021-01-08T11:05:39Z
51.683124970071034,5.294438590406837,2021-01-08T11:05:40Z
51.68311285363057,5.294402090257111,2021-01-08T11:05:41Z
51.68310241216347,5.294371124202629,2021-01-08T11:05:43Z
51.68309493482984,5.2943141973456225,2021-01-08T11:05:48Z
51.68308174398692,5.294270878603704,2021-01-08T11:05:49Z
51.68306570537211,5.294222946184087,2021-01-08T11:05:50Z
51.68305713734321,5.294169350395962,2021-01-08T11:05:51Z
51.68307131491311,5.294112784367133,2021-01-08T11:05:52Z
51.68311811925943,5.294056331303843,2021-01-08T11:05:53Z
51.68315095995904,5.293984130367707,2021-01-08T11:05:54Z
51.68322518957793,5.293936998868855,2021-01-08T11:05:55Z
51.68330813310732,5.293902162041503,2021-01-08T11:05:56Z
51.68339633717033,5.293868320265696,2021-01-08T11:05:57Z
51.683483374387706,5.293861453871387,2021-01-08T11:05:58Z
51.683565077431425,5.293867101596833,2021-01-08T11:05:59Z
51.68364138741231,5.293884627518668,2021-01-08T11:06:00Z
51.68371789316359,5.293909078172461,2021-01-08T11:06:01Z
51.683790726331935,5.2939391316903865,2021-01-08T11:06:02Z
51.68386000722047,5.293952764681154,2021-01-08T11:06:03Z
51.68392558151408,5.293934862821495,2021-01-08T11:06:04Z
51.683983367473274,5.293895201767627,2021-01-08T11:06:05Z
51.68403911404507,5.293819353918666,2021-01-08T11:06:06Z
51.68408671661749,5.29371892689649,2021-01-08T11:06:07Z
51.684127577790406,5.293616152067943,2021-01-08T11:06:08Z
51.68416730288273,5.293521662018021,2021-01-08T11:06:09Z
51.68420223434408,5.293441239881004,2021-01-08T11:06:10Z
51.684231351938465,5.293377527968585,2021-01-08T11:06:11Z
51.684257277722665,5.2933233027299025,2021-01-08T11:06:12Z
51.684273470560186,5.293287783858525,2021-01-08T11:06:13Z
51.684288850205455,5.293260019589467,2021-01-08T11:06:14Z
51.68429923274992,5.293235140750162,2021-01-08T11:06:18Z
51.68431798974676,5.293197536707052,2021-01-08T11:06:33Z
51.68433622010824,5.29317196795747,2021-01-08T11:06:34Z
51.68436146682306,5.293123044305634,2021-01-08T11:06:35Z
51.684385235520864,5.293081057856495,2021-01-08T11:06:36Z
51.684331417107366,5.292951106884572,2021-01-08T11:06:37Z
51.684319271860055,5.292917038802917,2021-01-08T11:06:38Z
51.68427580640908,5.292884271015757,2021-01-08T11:06:39Z
51.68422441519685,5.292855014762079,2021-01-08T11:06:40Z
51.68415519287079,5.29285156944108,2021-01-08T11:06:41Z
51.684069257965604,5.292854766724342,2021-01-08T11:06:42Z
51.683979623912386,5.292857881839994,2021-01-08T11:06:43Z
51.683892849299,5.292856649358036,2021-01-08T11:06:44Z
51.68380766657381,5.2928391356409765,2021-01-08T11:06:45Z
51.68373148869211,5.292823244835495,2021-01-08T11:06:46Z
51.68364127237736,5.2927974349440845,2021-01-08T11:06:47Z
51.68354287779597,5.292775584134857,2021-01-08T11:06:48Z
51.68345057838558,5.292757229603819,2021-01-08T11:06:49Z
51.68336714363289,5.292741556287671,2021-01-08T11:06:50Z
51.683288699845704,5.292723941918417,2021-01-08T11:06:51Z
51.68320563526438,5.292685414998513,2021-01-08T11:06:52Z
51.683129149295155,5.292622461854597,2021-01-08T11:06:53Z
51.683056842731325,5.292537726353003,2021-01-08T11:06:54Z
51.68299397483573,5.292446314309744,2021-01-08T11:06:55Z
51.682933624298244,5.292331965312695,2021-01-08T11:06:56Z
51.682891887546965,5.292194597328067,2021-01-08T11:06:57Z
51.68285872069549,5.292047280561347,2021-01-08T11:06:58Z
51.68283866169959,5.291889446137392,2021-01-08T11:06:59Z
